timestamp,eda_raw,eda_smoothed,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
2024-04-17 19:31:03.125986338+00:00,0.11855859309434891,0.11821772158145905,0.11821772158145905,0.11821772158145905,0.11823960894485298,-2.1887363392678124e-05,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:03.375969410+00:00,0.1178528442978859,0.11749276767174403,0.11749276767174403,0.11749276767174403,0.11815002224022556,-0.0006572545684803215,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:03.625952721+00:00,0.11606686562299728,0.11679662019014359,0.11679662019014359,0.11679662019014359,0.11806124551948904,-0.001264625329344313,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:03.875935793+00:00,0.11647015064954758,0.11634532362222672,0.11634532362222672,0.11634532362222672,0.11797381447088794,-0.0016284908486601402,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:04.125918864+00:00,0.11649895459413528,0.11625890682140987,0.11625890682140987,0.11625890682140987,0.11788822097762724,-0.0016293141562163406,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:04.375901937+00:00,0.11580761522054672,0.11598524947961171,0.11598524947961171,0.11598524947961171,0.11780490015010252,-0.0018196506704897884,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:04.625885248+00:00,0.11564917862415314,0.11570679148038228,0.11570679148038228,0.11570679148038228,0.11772422311265167,-0.0020174316322683827,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:04.875868320+00:00,0.11566358059644699,0.11605246365070343,0.11605246365070343,0.11605246365070343,0.11764649253081413,-0.001594028880109708,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:05.125851393+00:00,0.11684463173151016,0.11621569842100143,0.11621569842100143,0.11621569842100143,0.11757194256972431,-0.0013562441487219138,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:05.375834465+00:00,0.11613888293504715,0.11660458147525787,0.11660458147525787,0.11660458147525787,0.11750074597218142,-0.0008961644969226485,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:05.625817776+00:00,0.11683022975921631,0.1167918195327123,0.1167918195327123,0.1167918195327123,0.11743302601634524,-0.0006412064836321103,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:05.875800848+00:00,0.11740634590387344,0.1168638343612353,0.1168638343612353,0.1168638343612353,0.11736886912450031,-0.0005050347632642266,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:06.125783920+00:00,0.11635492742061615,0.11705587307612102,0.11705587307612102,0.11705587307612102,0.11730833536064775,-0.0002524622845260032,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:06.375767231+00:00,0.11740634590387344,0.11663338541984558,0.11663338541984558,0.11663338541984558,0.117251465440514,-0.0006180800206677422,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:06.625750303+00:00,0.11613888293504715,0.11661898344755173,0.11661898344755173,0.11661898344755173,0.11719828285577494,-0.0005792994082225847,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:06.875733376+00:00,0.11631172150373459,0.11647495379050572,0.11647495379050572,0.11647495379050572,0.11714879152279588,-0.0006738377322895591,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:07.125716448+00:00,0.11697425693273544,0.11695025364557902,0.11695025364557902,0.11695025364557902,0.1171029737945723,-0.00015272014899268477,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:07.375699759+00:00,0.11756478250026703,0.11713749170303345,0.11713749170303345,0.11713749170303345,0.11706079412148004,7.669758155396701e-05,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:07.625682831+00:00,0.11687343567609787,0.11696945627530415,0.11696945627530415,0.11696945627530415,0.11702220757199536,-5.275129669067599e-05,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:07.875665903+00:00,0.11647015064954758,0.11646534999211629,0.11646534999211629,0.11646534999211629,0.11698716550334577,-0.0005218155112289971,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:08.125648975+00:00,0.11605246365070343,0.116134079794089,0.116134079794089,0.116134079794089,0.11695561195386506,-0.0008215321597755947,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:08.375632286+00:00,0.11587962508201599,0.11585082113742828,0.11585082113742828,0.11585082113742828,0.11692747278403984,-0.0010766516466111358,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:08.625615358+00:00,0.11562037467956543,0.11602365722258885,0.11602365722258885,0.11602365722258885,0.11690264465057558,-0.0008789874279863504,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:08.875598431+00:00,0.11657097190618515,0.11629731456438701,0.11629731456438701,0.11629731456438701,0.11688098997178084,-0.000583675407393516,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:09.125581503+00:00,0.11670059710741043,0.11702226599057515,0.11702226599057515,0.11702226599057515,0.11686234119474655,0.00015992479582884153,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:09.375564814+00:00,0.11779522895812988,0.11681102216243744,0.11681102216243744,0.11681102216243744,0.11684651291647044,-3.549075403284034e-05,0,0,0.0,0.0,0.0,0,0.0
2024-04-17 19:31:09.625547886+00:00,0.115937240421772,0.1171230897307396,0.1171230897307396,0.1171230897307396,0.11683331471446821,0.00028977501627147607,0,0,0.0,0.0,0.0,0,0.0
