Values,Timestamp,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
0.07136279344558716,2024-05-17 16:24:41.203801870+00:00,0.07108913610378902,0.07108913610378902,0.07113102179827006,-4.1889364313247625e-05,0,0,0.0,0.0,0.0,0,0.0
0.07054182142019272,2024-05-17 16:24:41.453785658+00:00,0.07128117730220158,0.07128117730220158,0.07116402092241715,0.0001171524240021411,0,0,0.0,0.0,0.0,0,0.0
0.07193891704082489,2024-05-17 16:24:41.703769445+00:00,0.07103152573108673,0.07103152573108673,0.07119591146872323,-0.00016438998714086376,0,0,0.0,0.0,0.0,0,0.0
0.07061383873224258,2024-05-17 16:24:41.953753233+00:00,0.070585032304128,0.070585032304128,0.07122653148313286,-0.0006415037289992606,0,0,0.0,0.0,0.0,0,0.0
0.06920234113931656,2024-05-17 16:24:42.203737020+00:00,0.07048421104749043,0.07048421104749043,0.07125570972710013,-0.0007715035356959498,0,0,0.0,0.0,0.0,0,0.0
0.07163645327091217,2024-05-17 16:24:42.453720808+00:00,0.07093070447444916,0.07093070447444916,0.07128325631260006,-0.00035255700459110173,0,0,0.0,0.0,0.0,0,0.0
0.07195331901311874,2024-05-17 16:24:42.703704357+00:00,0.07180928935607274,0.07180928935607274,0.07130896165070108,0.0005003222258403398,0,0,0.0,0.0,0.0,0,0.0
0.07183809578418732,2024-05-17 16:24:42.953688145+00:00,0.07193891704082489,0.07193891704082489,0.0713326084448735,0.0006063028023136454,0,0,0.0,0.0,0.0,0,0.0
0.07202533632516861,2024-05-17 16:24:43.203671932+00:00,0.0716796616713206,0.0716796616713206,0.07135398790664084,0.00032566765785113465,0,0,0.0,0.0,0.0,0,0.0
0.07117555290460587,2024-05-17 16:24:43.453655720+00:00,0.0718957061568896,0.0718957061568896,0.07137290819160465,0.0005227915483325517,0,0,0.0,0.0,0.0,0,0.0
0.07248622924089432,2024-05-17 16:24:43.703639507+00:00,0.07183809330066045,0.07183809330066045,0.07138919513225846,0.0004488914467772636,1,0,0.0,0.0,0.0,0,0.0
0.07185249775648117,2024-05-17 16:24:43.953623295+00:00,0.07237100601196289,0.07237100601196289,0.07140269316714025,0.0009683058266059026,0,0,0.0,0.0,0.0,0,0.0
0.07277429103851318,2024-05-17 16:24:44.203607082+00:00,0.07254864275455475,0.07254864275455475,0.0714132708422909,0.0011353646084203317,0,0,0.0,0.0,0.0,0,0.0
0.07301913946866989,2024-05-17 16:24:44.453590870+00:00,0.07267346978187561,0.07267346978187561,0.07142082987286222,0.001252632333660539,0,1,0.001252632333660539,0.0008037408868832753,0.7499512763684248,0,0.0
0.07222697883844376,2024-05-17 16:24:44.703574419+00:00,0.0721501608689626,0.0721501608689626,0.07142531216507256,0.0007248408745756604,0,0,0.0,0.0,0.0,0,0.0
0.07120436429977417,2024-05-17 16:24:44.953558207+00:00,0.07203973829746246,0.07203973829746246,0.0714266990259188,0.0006130312095343693,0,0,0.0,0.0,0.0,0,0.0
0.07268787175416946,2024-05-17 16:24:45.203541994+00:00,0.07218856861193974,0.07218856861193974,0.07142500442726722,0.0007635559152517811,0,0,0.0,0.0,0.0,0,0.0
0.07267346978187561,2024-05-17 16:24:45.453525782+00:00,0.07252463698387146,0.07252463698387146,0.07142027090366457,0.0011043576329818072,0,0,0.0,0.0,0.0,0,0.0
