timestamp,eda_raw,eda_smoothed,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
2024-05-17 16:27:37.192368031+00:00,0.09852689504623413,0.09850768993298213,0.09850768993298213,0.09850768993298213,0.09869678489601905,-0.00018909496303651908,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:37.442351818+00:00,0.09842607378959656,0.09835405647754669,0.09835405647754669,0.09835405647754669,0.0987384248352577,-0.0003843683577106052,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:37.692335606+00:00,0.09810920059680939,0.09798917919397354,0.09798917919397354,0.09798917919397354,0.09878325785309967,-0.0007940786591257489,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:37.942319393+00:00,0.09743226319551468,0.09796517342329025,0.09796517342329025,0.09796517342329025,0.09883143044418617,-0.0008662570208955788,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:38.192303181+00:00,0.09835405647754669,0.09827724099159241,0.09827724099159241,0.09827724099159241,0.09888306393366103,-0.0006058229420683309,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:38.442286968+00:00,0.09904540330171585,0.09860370804866155,0.09860370804866155,0.09860370804866155,0.09893825220333828,-0.0003345441546764773,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:38.692270756+00:00,0.0984116643667221,0.09825323522090912,0.09825323522090912,0.09825323522090912,0.09899706536162009,-0.0007438301407107291,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:38.942254305+00:00,0.0973026379942894,0.09790275990962982,0.09790275990962982,0.09790275990962982,0.09905955104732385,-0.0011567911376937899,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:39.192238092+00:00,0.09799397736787796,0.09790756305058797,0.09790756305058797,0.09790756305058797,0.09912572770142124,-0.0012181646508330458,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:39.442221880+00:00,0.09842607378959656,0.09862771381934483,0.09862771381934483,0.09862771381934483,0.09919557637215672,-0.0005678625528116604,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:39.692205667+00:00,0.09946309030056,0.09895418335994084,0.09895418335994084,0.09895418335994084,0.09926904172746537,-0.0003148583675242992,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:39.942189455+00:00,0.09897338598966599,0.0991318201025327,0.0991318201025327,0.0991318201025327,0.09934604243555589,-0.00021422233302296117,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:40.192173243+00:00,0.09895898401737213,0.09900699307521184,0.09900699307521184,0.09900699307521184,0.09942648130511061,-0.00041948822989853866,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:40.442157030+00:00,0.09908860921859741,0.09955430775880814,0.09955430775880814,0.09955430775880814,0.09951024983361344,4.405792519494866e-05,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:40.692140818+00:00,0.10061533004045486,0.09948709358771642,0.09948709358771642,0.09948709358771642,0.09959723088575875,-0.00011013729804207113,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:40.942124367+00:00,0.09875734150409698,0.099607119957606,0.099607119957606,0.099607119957606,0.09968730220612071,-8.01822485144087e-05,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:41.192108154+00:00,0.09944868832826614,0.09839246422052383,0.09839246422052383,0.09839246422052383,0.09978033531312983,-0.001387871092605675,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:41.442091942+00:00,0.09697136282920837,0.09819082170724869,0.09819082170724869,0.09819082170724869,0.09987618238813838,-0.0016853606808893773,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:41.692075729+00:00,0.09815241396427155,0.09751867999633153,0.09751867999633153,0.09751867999633153,0.09997465282365472,-0.0024559728273229136,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:41.942059517+00:00,0.09743226319551468,0.09776353339354198,0.09776353339354198,0.09776353339354198,0.10007548957356727,-0.0023119561800250365,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:42.192043304+00:00,0.09770592302083969,0.0986085111896197,0.0986085111896197,0.0986085111896197,0.10017835532397798,-0.0015698441343580509,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:42.442027092+00:00,0.10068734735250473,0.09901179621617,0.09901179621617,0.09901179621617,0.10028283428386299,-0.001271038067692799,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:42.692010880+00:00,0.09864211827516556,0.099626325070858,0.099626325070858,0.099626325070858,0.10038844639344459,-0.0007621213225864471,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:42.941994429+00:00,0.09954950958490372,0.09895898401737213,0.09895898401737213,0.09895898401737213,0.10049466202143086,-0.001535678004058651,1,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:43.191978216+00:00,0.09868532419204712,0.09908380856116612,0.09908380856116612,0.09908380856116612,0.10060090652900623,-0.0015170979678400742,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:43.441962004+00:00,0.09901659190654755,0.09972234070301056,0.09972234070301056,0.09972234070301056,0.10070655621944895,-0.0009842155164383859,0,0,0.0,0.0,0.0,0,0.0
2024-05-17 16:27:43.691945791+00:00,0.10146510601043701,0.10081697007020314,0.10081697007020314,0.10081697007020314,0.10081093988221704,6.030187986066413e-06,0,0,0.0,0.0,0.0,0,0.0
