Timestamp,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Quality,PPG_Peaks
2024-04-29 16:17:56.006849051+00:00,0.03018645942211151,0.021855415778561593,0.3378863851052789,0.7989967300276279,0
2024-04-29 16:17:56.022474051+00:00,0.027027660980820656,0.01859072652624568,0.3378612786210129,0.7990068927827902,0
2024-04-29 16:17:56.038099051+00:00,0.022878896445035934,0.01436452427194043,0.33783618082258593,0.7990170870500052,0
2024-04-29 16:17:56.053724051+00:00,0.01780863106250763,0.009242599761519896,0.3378110917080606,0.7990273128292723,0
2024-04-29 16:17:56.069349051+00:00,0.012021271511912346,0.0034250329979323667,0.3377860112755001,0.7990375701205921,0
2024-04-29 16:17:56.084974051+00:00,0.0058465879410505295,-0.0027605669095322662,0.33776093952296904,0.7990478589239641,0
2024-04-29 16:17:56.100599051+00:00,-0.0002912096679210663,-0.00889034264119034,0.3377358764485328,0.7990581792393886,0
2024-04-29 16:17:56.116224051+00:00,-0.0059213787317276,-0.014495252520466167,0.3377108220502576,0.7990685310668655,0
2024-04-29 16:17:56.131849051+00:00,-0.01058785431087017,-0.019123400705479743,0.3376857763262113,0.7990789144063947,0
2024-04-29 16:17:56.147474051+00:00,-0.013914259150624275,-0.02240292218747605,0.33766073927446205,0.7990893292579765,0
2024-04-29 16:17:56.163099051+00:00,-0.015659309923648834,-0.024094487829937217,0.33763571089307953,0.7990997756216106,0
2024-04-29 16:17:56.178724051+00:00,-0.015751011669635773,-0.02412440743753316,0.337610691180134,0.799110253497297,0
2024-04-29 16:17:56.194349051+00:00,-0.014293454587459564,-0.022593023997353398,0.33758568013369716,0.799120762885036,0
2024-04-29 16:17:56.209974051+00:00,-0.011547273024916649,-0.0197577265213604,0.3375606777518414,0.7991313037848274,0
2024-04-29 16:17:56.225599051+00:00,-0.007889369502663612,-0.015994332186860603,0.3375356840326404,0.7991418761966712,0
2024-04-29 16:17:56.241224051+00:00,-0.0037596840411424637,-0.011743875380956606,0.33751069897416835,0.7991524801205673,0
2024-04-29 16:17:56.256849051+00:00,0.0003958437591791153,-0.007453560259481292,0.3374857225745011,0.7991631155565159,0
2024-04-29 16:17:56.272474051+00:00,0.0041792914271354675,-0.0035208206015438738,0.33746075483171506,0.7991737825045169,0
2024-04-29 16:17:56.288099051+00:00,0.0072867851704359055,-0.0002483411360636226,0.3374357957438877,0.7991844809645703,0
2024-04-29 16:17:56.303724051+00:00,0.009538679383695126,0.002184221780676901,0.3374108453090976,0.7991952109366761,0
2024-04-29 16:17:56.319349051+00:00,0.010889044962823391,0.0037289880536641026,0.3373859035254245,0.7992059724208344,0
2024-04-29 16:17:56.334974051+00:00,0.011415882967412472,0.004459554372857128,0.3373609703909488,0.7992167654170451,0
2024-04-29 16:17:56.350599051+00:00,0.011293641291558743,0.004545247402170022,0.337336045903752,0.7992275899253081,0
2024-04-29 16:17:56.366224051+00:00,0.010754513554275036,0.004215727722149421,0.33731113006191676,0.7992384459456235,0
2024-04-29 16:17:56.381849051+00:00,0.010049124248325825,0.003722495435116354,0.3372862228635268,0.7992493334779915,0
2024-04-29 16:17:56.397474051+00:00,0.009411212056875229,0.0033031126151186322,0.33726132430666644,0.7992602525224118,0
2024-04-29 16:17:56.413099051+00:00,0.00903093721717596,0.003152244486813164,0.33723643438942147,0.7992712030788846,0
2024-04-29 16:17:56.428724051+00:00,0.00904037244617939,0.0034017417748428746,0.33721155310987827,0.7992821851474097,0
2024-04-29 16:17:56.444349051+00:00,0.00950423814356327,0.004110589539001506,0.3371866804661246,0.7992931987279872,0
2024-04-29 16:17:56.459974051+00:00,0.010413436219096184,0.005264732454728257,0.33716181645624915,0.7993042438206172,0
2024-04-29 16:17:56.475599051+00:00,0.01168996375054121,0.006786134612082273,0.33713696107834124,0.7993153204252995,0
2024-04-29 16:17:56.491224051+00:00,0.013205254450440407,0.008549515496987178,0.33711211433049165,0.7993264285420344,0
2024-04-29 16:17:56.506849051+00:00,0.014805994927883148,0.01040409303289545,0.33708727621079204,0.7993375681708216,0
2024-04-29 16:17:56.522474051+00:00,0.016340918838977814,0.012196881861142862,0.33706244671733476,0.7993487393116613,0
2024-04-29 16:17:56.538099051+00:00,0.017682122066617012,0.013794079558551862,0.33703762584821373,0.7993599419645533,0
2024-04-29 16:17:56.553724051+00:00,0.01873723231256008,0.015097736769887182,0.33701281360152335,0.7993711761294977,0
2024-04-29 16:17:56.569349051+00:00,0.01945425011217594,0.01605571494034218,0.33698800997535927,0.7993824418064945,0
2024-04-29 16:17:56.584974051+00:00,0.019822584465146065,0.016663435105144335,0.3369632149678182,0.7993937389955438,0
2024-04-29 16:17:56.600599051+00:00,0.01986910030245781,0.016956237982943517,0.33693842857699763,0.7994050676966455,0
2024-04-29 16:17:56.616224051+00:00,0.01964673213660717,0.016991996462311018,0.3369136508009962,0.7994164279097996,0
2024-04-29 16:17:56.631849051+00:00,0.01921476051211357,0.016825608069832968,0.3368888816379135,0.7994278196350062,0
2024-04-29 16:17:56.647474051+00:00,0.018609141930937767,0.016480044670675296,0.3368641210858502,0.799439242872265,0
2024-04-29 16:17:56.663099051+00:00,0.017809147015213966,0.01592158093776024,0.33683936914290774,0.7994506976215765,0
2024-04-29 16:17:56.678724051+00:00,0.016718175262212753,0.015047916650587648,0.3368146258071889,0.7994621838829402,0
2024-04-29 16:17:56.694349051+00:00,0.015171289443969727,0.013695902349547743,0.33678989107679724,0.7994737016563563,0
2024-04-29 16:17:56.709974051+00:00,0.012966946698725224,0.011670616116501591,0.33676516494983727,0.7994852509418249,0
2024-04-29 16:17:56.725599051+00:00,0.00991490762680769,0.008791182601381006,0.3367404474244148,0.7994968317393458,0
2024-04-29 16:17:56.741224051+00:00,0.005891783162951469,0.004943186138288123,0.3367157384986361,0.7995084440489193,0
2024-04-29 16:17:56.756849051+00:00,0.000891608651727438,0.00012473001557146077,0.3366910381706089,0.7995200878705452,0
2024-04-29 16:17:56.772474051+00:00,-0.004943957552313805,-0.005525905062894458,0.3366663464384419,0.7995317632042234,0
2024-04-29 16:17:56.788099051+00:00,-0.011326847597956657,-0.01172875356862791,0.3366416633002444,0.799543470049954,0
2024-04-29 16:17:56.803724051+00:00,-0.017854876816272736,-0.018088307811698814,0.3366169887541273,0.7995552084077371,0
2024-04-29 16:17:56.819349051+00:00,-0.024063173681497574,-0.024142559122640968,0.33659232279820206,0.7995669782775725,0
2024-04-29 16:17:56.834974051+00:00,-0.02948322333395481,-0.02942556649596778,0.3365676654305811,0.7995787796594603,0
