Values,Timestamp,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
0.21500122547149658,2024-05-16 16:11:10.083262920+00:00,0.21503483255704245,0.21503483255704245,0.2150433551866837,-8.52254849235909e-06,0,0,0.0,0.0,0.0,0,0.0
0.21510204672813416,2024-05-16 16:11:10.333230972+00:00,0.21505403518676758,0.21505403518676758,0.21504299522502093,1.1040041047943123e-05,0,0,0.0,0.0,0.0,0,0.0
0.215058833360672,2024-05-16 16:11:10.583199263+00:00,0.215097243587176,0.215097243587176,0.21504251169014854,5.473197374667676e-05,0,0,0.0,0.0,0.0,0,0.0
0.21513085067272186,2024-05-16 16:11:10.833167315+00:00,0.2150876373052597,0.2150876373052597,0.2150418889940099,4.5748384582960926e-05,0,0,0.0,0.0,0.0,0,0.0
0.21507322788238525,2024-05-16 16:11:11.083135366+00:00,0.2151164412498474,0.2151164412498474,0.2150411130308806,7.532828803755998e-05,0,0,0.0,0.0,0.0,0,0.0
0.21514524519443512,2024-05-16 16:11:11.333103418+00:00,0.215073232849439,0.215073232849439,0.21504017169299072,3.30612203051818e-05,0,0,0.0,0.0,0.0,0,0.0
0.21500122547149658,2024-05-16 16:11:11.583071470+00:00,0.21506363153457642,0.21506363153457642,0.21503905488882713,2.45767033632279e-05,0,0,0.0,0.0,0.0,0,0.0
0.21504442393779755,2024-05-16 16:11:11.833039522+00:00,0.21500601867834726,0.21500601867834726,0.21503775398455555,-3.17352559466534e-05,0,0,0.0,0.0,0.0,0,0.0
0.21497240662574768,2024-05-16 16:11:12.083007574+00:00,0.21501561999320984,0.21501561999320984,0.215036260840454,-2.0640805526414227e-05,0,0,0.0,0.0,0.0,0,0.0
0.2150300294160843,2024-05-16 16:11:12.332975864+00:00,0.2150348275899887,0.2150348275899887,0.21503456698013618,2.606417505459963e-07,0,0,0.0,0.0,0.0,0,0.0
0.21510204672813416,2024-05-16 16:11:12.582943916+00:00,0.215058833360672,0.215058833360672,0.21503266345323796,2.6169928150799242e-05,0,0,0.0,0.0,0.0,0,0.0
0.21504442393779755,2024-05-16 16:11:12.832911968+00:00,0.21512124439080557,0.21512124439080557,0.21503054150624742,9.070289264516968e-05,0,0,0.0,0.0,0.0,0,0.0
0.21521726250648499,2024-05-16 16:11:13.082880020+00:00,0.21547171473503113,0.21547171473503113,0.21502819463351155,0.00044352009544058944,0,0,0.0,0.0,0.0,0,0.0
0.21615345776081085,2024-05-16 16:11:13.332848072+00:00,0.21551012496153513,0.21551012496153513,0.21502562325512012,0.00048450168454576976,0,0,0.0,0.0,0.0,0,0.0
0.21515965461730957,2024-05-16 16:11:13.582816124+00:00,0.21546211342016855,0.21546211342016855,0.21502284071826555,0.00043927266253146057,0,0,0.0,0.0,0.0,0,0.0
0.21507322788238525,2024-05-16 16:11:13.832784176+00:00,0.21507803599039713,0.21507803599039713,0.21501987605936296,5.8159872361470384e-05,0,0,0.0,0.0,0.0,0,0.0
0.21500122547149658,2024-05-16 16:11:14.082752466+00:00,0.21503002444903055,0.21503002444903055,0.21501677085053547,1.3253518637074791e-05,0,0,0.0,0.0,0.0,0,0.0
0.21501561999320984,2024-05-16 16:11:14.332720518+00:00,0.21501082181930542,0.21501082181930542,0.21501357295388063,-2.7512375857329354e-06,0,0,0.0,0.0,0.0,0,0.0
0.21501561999320984,2024-05-16 16:11:14.582688570+00:00,0.21502522130807242,0.21502522130807242,0.21501033203053715,1.4889149324924685e-05,0,0,0.0,0.0,0.0,0,0.0
0.21504442393779755,2024-05-16 16:11:14.832656622+00:00,0.21501081685225168,0.21501081685225168,0.21500709811783808,3.7185788801746107e-06,0,0,0.0,0.0,0.0,0,0.0
0.21497240662574768,2024-05-16 16:11:15.082624674+00:00,0.21502522130807242,0.21502522130807242,0.2150039215574177,2.129956560380156e-05,0,0,0.0,0.0,0.0,0,0.0
0.215058833360672,2024-05-16 16:11:15.332592726+00:00,0.215020423134168,0.215020423134168,0.215000853128899,1.956978844119943e-05,0,0,0.0,0.0,0.0,0,0.0
0.2150300294160843,2024-05-16 16:11:15.582560778+00:00,0.21503963073094687,0.21503963073094687,0.2149979442729323,4.1686207092335516e-05,0,0,0.0,0.0,0.0,0,0.0
0.2150300294160843,2024-05-16 16:11:15.832529068+00:00,0.2150348275899887,0.2150348275899887,0.21499524741306317,3.95798895416573e-05,0,0,0.0,0.0,0.0,0,0.0
0.21504442393779755,2024-05-16 16:11:16.082497120+00:00,0.21501082181930542,0.21501082181930542,0.21499281622573901,1.8005267313457937e-05,0,0,0.0,0.0,0.0,0,0.0
0.21495801210403442,2024-05-16 16:11:16.332465172+00:00,0.2149964173634847,0.2149964173634847,0.21499070558196925,5.711413956928225e-06,0,0,0.0,0.0,0.0,0,0.0
0.21498681604862213,2024-05-16 16:11:16.582433224+00:00,0.21496281027793884,0.21496281027793884,0.21498897107857146,-2.616121194987502e-05,0,0,0.0,0.0,0.0,0,0.0
0.21494360268115997,2024-05-16 16:11:16.832401276+00:00,0.21470355490843454,0.21470355490843454,0.2149876677338576,-0.000284113282954757,0,0,0.0,0.0,0.0,0,0.0
0.21418024599552155,2024-05-16 16:11:17.082369328+00:00,0.214693953593572,0.214693953593572,0.21498684688512393,-0.00029289379774056785,0,0,0.0,0.0,0.0,0,0.0
